Strain	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
PF_KPN17	contig_1_Shango_2	Shango	Shango	Defense	contig_1_3310	contig_1_3312	contig_1_3310,contig_1_3311,contig_1_3312	3	Shango__SngA,Shango__SngB,Shango__SngC
PF_KPN17	contig_1_AbiE_1	AbiE	AbiE	Defense	contig_1_3356	contig_1_3357	contig_1_3356,contig_1_3357	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN17	contig_1_apyc1_4	Anti_Pycsar	apyc1	Antidefense	contig_1_3386	contig_1_3386	contig_1_3386	1	apyc1
PF_KPN17	contig_2_ardb_klca_acric11_3	Anti_RM	ardb_klca_acric11	Antidefense	contig_2_37	contig_2_37	contig_2_37	1	ardb
PF_KPN18	1_DS-24_5	DS-24	DS-24	Defense	1_727	1_727	1_727	1	DS-24__DS-24
PF_KPN18	1_PD-T7-1_9	PD-T7-1	PD-T7-1	Defense	1_755	1_755	1_755	1	PD-T7-1__PD-T7-1
PF_KPN18	1_GAPS1_7	GAPS1	GAPS1	Defense	1_759	1_759	1_759	1	GAPS1__GAPS1
PF_KPN18	1_ardb_klca_acric11_18	Anti_RM	ardb_klca_acric11	Antidefense	1_775	1_775	1_775	1	klca
PF_KPN18	1_ardc_19	Anti_RM	ardc	Antidefense	1_778	1_778	1_778	1	ardc
PF_KPN18	1_CBASS_I_4	CBASS	CBASS_I	Defense	1_1508	1_1509	1_1508,1_1509	2	CBASS__2TM_Gros,CBASS__Cyclase_SMODS
PF_KPN18	1_Lamassu-Cap4_nuclease_8	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	1_1512	1_1514	1_1512,1_1514	2	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II
PF_KPN18	1_AbiU_2	AbiU	AbiU	Defense	1_3335	1_3335	1_3335	1	AbiU__AbiU
PF_KPN18	1_DS-34_6	DS-34	DS-34	Defense	1_3347	1_3348	1_3347,1_3348	2	DS-34__DS-34A,DS-34__DS-34B
PF_KPN18	1_SDIC3_10	SDIC3	SDIC3	Defense	1_4027	1_4029	1_4027,1_4028,1_4029	3	SDIC3__SDIC3D,SDIC3__SDIC3E,SDIC3__SDIC3F
PF_KPN18	1_RM_Type_IV_13	RM	RM_Type_IV	Defense	1_4439	1_4439	1_4439	1	RM_Type_IV__Type_IV_05
PF_KPN18	1_SDIC3_11	SDIC3	SDIC3	Defense	1_4446	1_4448	1_4446,1_4447,1_4448	3	SDIC3__SDIC3D,SDIC3__SDIC3E,SDIC3__SDIC3F
PF_KPN18	1_ardc_20	Anti_RM	ardc	Antidefense	1_4627	1_4627	1_4627	1	ardc
PF_KPN18	1_AbiE_1	AbiE	AbiE	Defense	1_4736	1_4737	1_4736,1_4737	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN18	1_apyc1_17	Anti_Pycsar	apyc1	Antidefense	1_4765	1_4765	1_4765	1	apyc1
PF_KPN18	2_acrie9_14	Anti_CRISPR	acrie9	Antidefense	2_63	2_63	2_63	1	acrie9
PF_KPN18	2_Mok_Hok_Sok_12	Mok_Hok_Sok	Mok_Hok_Sok	Defense	2_64	2_64	2_64	1	Mok_Hok_Sok__Hok
PF_KPN18	2_psiab_16	Other	psiab	Antidefense	2_68	2_69	2_68,2_69	2	psia,psib
PF_KPN18	2_ardb_klca_acric11_15	Anti_RM	ardb_klca_acric11	Antidefense	2_80	2_80	2_80	1	ardb
PF_KPN19	NODE_1+_length_5246450_cov_1_RM_Type_IV_10	RM	RM_Type_IV	Defense	NODE_1+_length_5246450_cov_1_567	NODE_1+_length_5246450_cov_1_567	NODE_1+_length_5246450_cov_1_567	1	RM_Type_IV__Type_IV_05
PF_KPN19	NODE_1+_length_5246450_cov_1_Gabija_9	Gabija	Gabija	Defense	NODE_1+_length_5246450_cov_1_1929	NODE_1+_length_5246450_cov_1_1930	NODE_1+_length_5246450_cov_1_1929,NODE_1+_length_5246450_cov_1_1930	2	Gabija__GajA,Gabija__GajB_1
PF_KPN19	NODE_1+_length_5246450_cov_1_AbiE_8	AbiE	AbiE	Defense	NODE_1+_length_5246450_cov_1_4571	NODE_1+_length_5246450_cov_1_4572	NODE_1+_length_5246450_cov_1_4571,NODE_1+_length_5246450_cov_1_4572	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN19	NODE_1+_length_5246450_cov_1_apyc1_16	Anti_Pycsar	apyc1	Antidefense	NODE_1+_length_5246450_cov_1_4602	NODE_1+_length_5246450_cov_1_4602	NODE_1+_length_5246450_cov_1_4602	1	apyc1
PF_KPN19	NODE_2+_length_111935_cov_0.612953_AbiH_1	AbiH	AbiH	Defense	NODE_2+_length_111935_cov_0.612953_23	NODE_2+_length_111935_cov_0.612953_23	NODE_2+_length_111935_cov_0.612953_23	1	AbiH__AbiH
PF_KPN19	NODE_2+_length_111935_cov_0.612953_JukAB_2	JukAB	JukAB	Defense	NODE_2+_length_111935_cov_0.612953_92	NODE_2+_length_111935_cov_0.612953_93	NODE_2+_length_111935_cov_0.612953_92,NODE_2+_length_111935_cov_0.612953_93	2	JukAB__JukA,JukAB__JukB
PF_KPN19	NODE_2+_length_111935_cov_0.612953_PD-Lambda-1_3	PD-Lambda-1	PD-Lambda-1	Defense	NODE_2+_length_111935_cov_0.612953_113	NODE_2+_length_111935_cov_0.612953_113	NODE_2+_length_111935_cov_0.612953_113	1	PD-Lambda-1__PD-Lambda-1
PF_KPN19	NODE_4+_length_83578_cov_0.725294_RM_Type_I_12	RM	RM_Type_I	Defense	NODE_4+_length_83578_cov_0.725294_5	NODE_4+_length_83578_cov_0.725294_7	NODE_4+_length_83578_cov_0.725294_5,NODE_4+_length_83578_cov_0.725294_6,NODE_4+_length_83578_cov_0.725294_7	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
PF_KPN19	NODE_4+_length_83578_cov_0.725294_Gabija_7	Gabija	Gabija	Defense	NODE_4+_length_83578_cov_0.725294_49	NODE_4+_length_83578_cov_0.725294_50	NODE_4+_length_83578_cov_0.725294_49,NODE_4+_length_83578_cov_0.725294_50	2	Gabija__GajA,Gabija__GajB_2
PF_KPN19	NODE_4+_length_83578_cov_0.725294_psiab_15	Other	psiab	Antidefense	NODE_4+_length_83578_cov_0.725294_69	NODE_4+_length_83578_cov_0.725294_70	NODE_4+_length_83578_cov_0.725294_69,NODE_4+_length_83578_cov_0.725294_70	2	psia,psib
PF_KPN19	NODE_4+_length_83578_cov_0.725294_arda_ardu_13	Anti_RM	arda_ardu	Antidefense	NODE_4+_length_83578_cov_0.725294_77	NODE_4+_length_83578_cov_0.725294_77	NODE_4+_length_83578_cov_0.725294_77	1	arda
PF_KPN19	NODE_4+_length_83578_cov_0.725294_ardb_klca_acric11_14	Anti_RM	ardb_klca_acric11	Antidefense	NODE_4+_length_83578_cov_0.725294_78	NODE_4+_length_83578_cov_0.725294_78	NODE_4+_length_83578_cov_0.725294_78	1	ardb
PF_KPN19	NODE_edge_21+_length_109953_cov_12_JukAB_5	JukAB	JukAB	Defense	NODE_edge_21+_length_109953_cov_12_52	NODE_edge_21+_length_109953_cov_12_53	NODE_edge_21+_length_109953_cov_12_52,NODE_edge_21+_length_109953_cov_12_53	2	JukAB__JukA,JukAB__JukB
PF_KPN19	NODE_edge_21+_length_109953_cov_12_PD-Lambda-1_6	PD-Lambda-1	PD-Lambda-1	Defense	NODE_edge_21+_length_109953_cov_12_73	NODE_edge_21+_length_109953_cov_12_73	NODE_edge_21+_length_109953_cov_12_73	1	PD-Lambda-1__PD-Lambda-1
PF_KPN19	NODE_edge_21+_length_109953_cov_12_AbiH_4	AbiH	AbiH	Defense	NODE_edge_21+_length_109953_cov_12_98	NODE_edge_21+_length_109953_cov_12_98	NODE_edge_21+_length_109953_cov_12_98	1	AbiH__AbiH
PF_KPN20	contig_1_circular_apyc1_13	Anti_Pycsar	apyc1	Antidefense	contig_1_circular_25	contig_1_circular_25	contig_1_circular_25	1	apyc1
PF_KPN20	contig_1_circular_RM_Type_IV_7	RM	RM_Type_IV	Defense	contig_1_circular_899	contig_1_circular_899	contig_1_circular_899	1	RM_Type_IV__Type_IV_05
PF_KPN20	contig_1_circular_Gabija_2	Gabija	Gabija	Defense	contig_1_circular_2262	contig_1_circular_2263	contig_1_circular_2262,contig_1_circular_2263	2	Gabija__GajA,Gabija__GajB_1
PF_KPN20	contig_1_circular_AbiE_1	AbiE	AbiE	Defense	contig_1_circular_4895	contig_1_circular_4896	contig_1_circular_4895,contig_1_circular_4896	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN20	contig_5_RM_Type_I_9	RM	RM_Type_I	Defense	contig_5_40	contig_5_42	contig_5_40,contig_5_41,contig_5_42	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
PF_KPN20	contig_5_ardb_klca_acric11_11	Anti_RM	ardb_klca_acric11	Antidefense	contig_5_56	contig_5_56	contig_5_56	1	ardb
PF_KPN20	contig_5_arda_ardu_10	Anti_RM	arda_ardu	Antidefense	contig_5_57	contig_5_57	contig_5_57	1	arda
PF_KPN20	contig_5_psiab_12	Other	psiab	Antidefense	contig_5_64	contig_5_65	contig_5_64,contig_5_65	2	psia,psib
PF_KPN20	contig_5_Gabija_6	Gabija	Gabija	Defense	contig_5_84	contig_5_85	contig_5_84,contig_5_85	2	Gabija__GajA,Gabija__GajB_2
PF_KPN20	contig_6_AbiH_3	AbiH	AbiH	Defense	contig_6_23	contig_6_23	contig_6_23	1	AbiH__AbiH
PF_KPN20	contig_6_JukAB_4	JukAB	JukAB	Defense	contig_6_92	contig_6_93	contig_6_92,contig_6_93	2	JukAB__JukA,JukAB__JukB
PF_KPN20	contig_6_PD-Lambda-1_5	PD-Lambda-1	PD-Lambda-1	Defense	contig_6_113	contig_6_113	contig_6_113	1	PD-Lambda-1__PD-Lambda-1
PF_KQ01	1_Dsr_I_3	Dsr	Dsr_I	Defense	1_2047	1_2047	1_2047	1	Dsr_I__Dsr1
PF_KQ01	1_dGTPase_5	dGTPase	dGTPase	Defense	1_3044	1_3044	1_3044	1	dGTPase__Sp_dGTPase
PF_KQ01	1_AbiH_1	AbiH	AbiH	Defense	1_3047	1_3047	1_3047	1	AbiH__AbiH
PF_KQ01	1_DS-37_2	DS-37	DS-37	Defense	1_3048	1_3048	1_3048	1	DS-37__DS-37
PF_KQ01	1_Taranis_4	Taranis	Taranis	Defense	1_3820	1_3820	1_3820	1	Taranis__VCA0396
PF_KQ01	1_RM_Type_IV_10	RM	RM_Type_IV	Defense	1_4379	1_4379	1_4379	1	RM_Type_IV__Type_IV_05
PF_KQ01	1_apyc1_20	Anti_Pycsar	apyc1	Antidefense	1_4624	1_4624	1_4624	1	apyc1
PF_KQ01	2_psiab_21	Other	psiab	Antidefense	2_60	2_60	2_60	1	psib
PF_KQ01	3_PD-T4-5_8	PD-T4-5	PD-T4-5	Defense	3_12	3_12	3_12	1	PD-T4-5__PD-T4-5
PF_KQ01	3_ardb_klca_acric11_13	Anti_RM	ardb_klca_acric11	Antidefense	3_130	3_130	3_130	1	ardb
PF_KQ01	3_acrie9_11	Anti_CRISPR	acrie9	Antidefense	3_143	3_143	3_143	1	acrie9
PF_KQ01	3_Mok_Hok_Sok_7	Mok_Hok_Sok	Mok_Hok_Sok	Defense	3_146	3_146	3_146	1	Mok_Hok_Sok__Hok
PF_KQ01	3_psiab_15	Other	psiab	Antidefense	3_148	3_149	3_148,3_149	2	psia,psib
PF_KQ01	3_arda_ardu_12	Anti_RM	arda_ardu	Antidefense	3_156	3_156	3_156	1	arda
PF_KQ01	3_ardb_klca_acric11_14	Anti_RM	ardb_klca_acric11	Antidefense	3_157	3_157	3_157	1	ardb
PF_KQ01	4_DS-28_6	DS-28	DS-28	Defense	4_35	4_36	4_35,4_36	2	DS-28__DS-28A,DS-28__DS-28B
PF_KQ01	4_ardb_klca_acric11_17	Anti_RM	ardb_klca_acric11	Antidefense	4_59	4_59	4_59	1	ardb
PF_KQ01	4_arda_ardu_16	Anti_RM	arda_ardu	Antidefense	4_60	4_60	4_60	1	arda
PF_KQ01	4_psiab_19	Other	psiab	Antidefense	4_67	4_68	4_67,4_68	2	psia,psib
PF_KQ01	4_ardb_klca_acric11_18	Anti_RM	ardb_klca_acric11	Antidefense	4_76	4_76	4_76	1	ardb
PF_KQ01	6_RM_Type_II_9	RM	RM_Type_II	Defense	6_2	6_3	6_2,6_3	2	RM_Type_II__Type_II_MTases_FAM_21,RM_Type_II__Type_II_REase12
PF_KQ02	contig_1_circular_DS-39_1	DS-39	DS-39	Defense	contig_1_circular_1422	contig_1_circular_1422	contig_1_circular_1422	1	DS-39__DS-39
PF_KQ02	contig_1_circular_SDIC3_4	SDIC3	SDIC3	Defense	contig_1_circular_1428	contig_1_circular_1430	contig_1_circular_1428,contig_1_circular_1429,contig_1_circular_1430	3	SDIC3__SDIC3D,SDIC3__SDIC3E,SDIC3__SDIC3F
PF_KQ02	contig_1_circular_Gabija_2	Gabija	Gabija	Defense	contig_1_circular_1582	contig_1_circular_1583	contig_1_circular_1582,contig_1_circular_1583	2	Gabija__GajA,Gabija__GajB_2
PF_KQ02	contig_1_circular_ardb_klca_acric11_18	Anti_RM	ardb_klca_acric11	Antidefense	contig_1_circular_1774	contig_1_circular_1774	contig_1_circular_1774	1	klca
PF_KQ02	contig_1_circular_RM_Type_I_11	RM	RM_Type_I	Defense	contig_1_circular_1784	contig_1_circular_1786	contig_1_circular_1784,contig_1_circular_1785,contig_1_circular_1786	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
PF_KQ02	contig_1_circular_RM_Type_IV_13	RM	RM_Type_IV	Defense	contig_1_circular_1789	contig_1_circular_1789	contig_1_circular_1789	1	RM_Type_IV__FAM_1
PF_KQ02	contig_1_circular_RM_Type_I_12	RM	RM_Type_I	Defense	contig_1_circular_3104	contig_1_circular_3107	contig_1_circular_3104,contig_1_circular_3105,contig_1_circular_3107	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
PF_KQ02	contig_1_circular_PD-Lambda-1_3	PD-Lambda-1	PD-Lambda-1	Defense	contig_1_circular_4151	contig_1_circular_4151	contig_1_circular_4151	1	PD-Lambda-1__PD-Lambda-1
PF_KQ02	contig_2_AbiD_6	AbiD	AbiD	Defense	contig_2_87	contig_2_87	contig_2_87	1	AbiD__AbiD
PF_KQ02	contig_2_ardb_klca_acric11_16	Anti_RM	ardb_klca_acric11	Antidefense	contig_2_105	contig_2_105	contig_2_105	1	ardb
PF_KQ02	contig_2_arda_ardu_15	Anti_RM	arda_ardu	Antidefense	contig_2_106	contig_2_106	contig_2_106	1	arda
PF_KQ02	contig_2_psiab_17	Other	psiab	Antidefense	contig_2_119	contig_2_120	contig_2_119,contig_2_120	2	psia,psib
PF_KQ02	contig_2_Mok_Hok_Sok_7	Mok_Hok_Sok	Mok_Hok_Sok	Defense	contig_2_146	contig_2_146	contig_2_146	1	Mok_Hok_Sok__Hok
PF_KQ02	contig_2_acrie9_14	Anti_CRISPR	acrie9	Antidefense	contig_2_149	contig_2_149	contig_2_149	1	acrie9
PF_KQ02	contig_3_CoCoNut_I-C_5	CoCoNut	CoCoNut_I-C	Defense	contig_3_27	contig_3_28	contig_3_27,contig_3_28	2	CoCoNut-I-C__I-C_CnuB,CoCoNut-I-C__I-C_CnuC
PF_KQ02	contig_4_DS-28_8	DS-28	DS-28	Defense	contig_4_14	contig_4_15	contig_4_14,contig_4_15	2	DS-28__DS-28A,DS-28__DS-28B
PF_KQ03	1_Menshen_3	Menshen	Menshen	Defense	1_1100	1_1102	1_1100,1_1101,1_1102	3	Menshen__NsnA,Menshen__NsnB,Menshen__NsnC_2660358384
PF_KQ03	1_Menshen_3	Menshen	Menshen	Defense	1_1100	1_1102	1_1100,1_1101,1_1102	3	Menshen__NsnA,Menshen__NsnB,Menshen__NsnC_2660358384
PF_KQ03	1_RM_Type_II_7	RM	RM_Type_II	Defense	1_1100	1_1103	1_1100,1_1103	2	RM_Type_II__Type_II_MTases_FAM_7,RM_Type_II__Type_II_REase09
PF_KQ03	1_RM_Type_II_7	RM	RM_Type_II	Defense	1_1100	1_1103	1_1100,1_1103	2	RM_Type_II__Type_II_MTases_FAM_7,RM_Type_II__Type_II_REase09
PF_KQ03	1_Avs_III_1	Avs	Avs_III	Defense	1_1624	1_1625	1_1624,1_1625	2	Avs_III__Avs3A,Avs_III__Avs3B
PF_KQ03	1_MazEF_2	MazEF	MazEF	Defense	1_1629	1_1630	1_1629,1_1630	2	MazEF__MazE,MazEF__MazF
PF_KQ03	1_PD-T7-1_4	PD-T7-1	PD-T7-1	Defense	1_2958	1_2958	1_2958	1	PD-T7-1__PD-T7-1
PF_KQ03	1_acb2_11	Anti_CBASS	acb2	Antidefense	1_2987	1_2987	1_2987	1	acb2
PF_KQ03	1_RM_Type_IV_8	RM	RM_Type_IV	Defense	1_4320	1_4320	1_4320	1	RM_Type_IV__Type_IV_05
PF_KQ03	1_RM_Type_I_6	RM	RM_Type_I	Defense	1_4326	1_4328	1_4326,1_4327,1_4328	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
PF_KQ03	1_RM_Type_IV_9	RM	RM_Type_IV	Defense	1_4329	1_4330	1_4329,1_4330	2	RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01
PF_KQ03	1_apyc1_12	Anti_Pycsar	apyc1	Antidefense	1_4548	1_4548	1_4548	1	apyc1
PF_KQ03	2_psiab_10	Other	psiab	Antidefense	2_60	2_60	2_60	1	psib
PF_KQ04	NODE_1+_length_5059491_cov_1_RM_Type_IV_13	RM	RM_Type_IV	Defense	NODE_1+_length_5059491_cov_1_746	NODE_1+_length_5059491_cov_1_746	NODE_1+_length_5059491_cov_1_746	1	RM_Type_IV__FAM_1
PF_KQ04	NODE_1+_length_5059491_cov_1_RM_Type_I_11	RM	RM_Type_I	Defense	NODE_1+_length_5059491_cov_1_749	NODE_1+_length_5059491_cov_1_751	NODE_1+_length_5059491_cov_1_749,NODE_1+_length_5059491_cov_1_750,NODE_1+_length_5059491_cov_1_751	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
PF_KQ04	NODE_1+_length_5059491_cov_1_ardb_klca_acric11_18	Anti_RM	ardb_klca_acric11	Antidefense	NODE_1+_length_5059491_cov_1_761	NODE_1+_length_5059491_cov_1_761	NODE_1+_length_5059491_cov_1_761	1	klca
PF_KQ04	NODE_1+_length_5059491_cov_1_Gabija_2	Gabija	Gabija	Defense	NODE_1+_length_5059491_cov_1_952	NODE_1+_length_5059491_cov_1_953	NODE_1+_length_5059491_cov_1_952,NODE_1+_length_5059491_cov_1_953	2	Gabija__GajA,Gabija__GajB_2
PF_KQ04	NODE_1+_length_5059491_cov_1_SDIC3_4	SDIC3	SDIC3	Defense	NODE_1+_length_5059491_cov_1_1105	NODE_1+_length_5059491_cov_1_1107	NODE_1+_length_5059491_cov_1_1105,NODE_1+_length_5059491_cov_1_1106,NODE_1+_length_5059491_cov_1_1107	3	SDIC3__SDIC3D,SDIC3__SDIC3E,SDIC3__SDIC3F
PF_KQ04	NODE_1+_length_5059491_cov_1_DS-39_1	DS-39	DS-39	Defense	NODE_1+_length_5059491_cov_1_1113	NODE_1+_length_5059491_cov_1_1113	NODE_1+_length_5059491_cov_1_1113	1	DS-39__DS-39
PF_KQ04	NODE_1+_length_5059491_cov_1_PD-Lambda-1_3	PD-Lambda-1	PD-Lambda-1	Defense	NODE_1+_length_5059491_cov_1_3064	NODE_1+_length_5059491_cov_1_3064	NODE_1+_length_5059491_cov_1_3064	1	PD-Lambda-1__PD-Lambda-1
PF_KQ04	NODE_1+_length_5059491_cov_1_RM_Type_I_12	RM	RM_Type_I	Defense	NODE_1+_length_5059491_cov_1_4108	NODE_1+_length_5059491_cov_1_4111	NODE_1+_length_5059491_cov_1_4108,NODE_1+_length_5059491_cov_1_4110,NODE_1+_length_5059491_cov_1_4111	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
PF_KQ04	NODE_2+_length_163296_cov_1.56543_AbiD_6	AbiD	AbiD	Defense	NODE_2+_length_163296_cov_1.56543_87	NODE_2+_length_163296_cov_1.56543_87	NODE_2+_length_163296_cov_1.56543_87	1	AbiD__AbiD
PF_KQ04	NODE_2+_length_163296_cov_1.56543_ardb_klca_acric11_16	Anti_RM	ardb_klca_acric11	Antidefense	NODE_2+_length_163296_cov_1.56543_107	NODE_2+_length_163296_cov_1.56543_107	NODE_2+_length_163296_cov_1.56543_107	1	ardb
PF_KQ04	NODE_2+_length_163296_cov_1.56543_arda_ardu_15	Anti_RM	arda_ardu	Antidefense	NODE_2+_length_163296_cov_1.56543_108	NODE_2+_length_163296_cov_1.56543_108	NODE_2+_length_163296_cov_1.56543_108	1	arda
PF_KQ04	NODE_2+_length_163296_cov_1.56543_psiab_17	Other	psiab	Antidefense	NODE_2+_length_163296_cov_1.56543_121	NODE_2+_length_163296_cov_1.56543_122	NODE_2+_length_163296_cov_1.56543_121,NODE_2+_length_163296_cov_1.56543_122	2	psia,psib
PF_KQ04	NODE_2+_length_163296_cov_1.56543_Mok_Hok_Sok_7	Mok_Hok_Sok	Mok_Hok_Sok	Defense	NODE_2+_length_163296_cov_1.56543_148	NODE_2+_length_163296_cov_1.56543_148	NODE_2+_length_163296_cov_1.56543_148	1	Mok_Hok_Sok__Hok
PF_KQ04	NODE_2+_length_163296_cov_1.56543_acrie9_14	Anti_CRISPR	acrie9	Antidefense	NODE_2+_length_163296_cov_1.56543_151	NODE_2+_length_163296_cov_1.56543_151	NODE_2+_length_163296_cov_1.56543_151	1	acrie9
PF_KQ04	NODE_3+_length_123252_cov_0.729803_CoCoNut_I-C_5	CoCoNut	CoCoNut_I-C	Defense	NODE_3+_length_123252_cov_0.729803_29	NODE_3+_length_123252_cov_0.729803_30	NODE_3+_length_123252_cov_0.729803_29,NODE_3+_length_123252_cov_0.729803_30	2	CoCoNut-I-C__I-C_CnuB,CoCoNut-I-C__I-C_CnuC
PF_KQ04	NODE_4+_length_65834_cov_0.933048_DS-28_8	DS-28	DS-28	Defense	NODE_4+_length_65834_cov_0.933048_14	NODE_4+_length_65834_cov_0.933048_15	NODE_4+_length_65834_cov_0.933048_14,NODE_4+_length_65834_cov_0.933048_15	2	DS-28__DS-28A,DS-28__DS-28B
PF_KV01	NODE_1+_length_5613265_cov_1_Wadjet_I_9	Wadjet	Wadjet_I	Defense	NODE_1+_length_5613265_cov_1_711	NODE_1+_length_5613265_cov_1_714	NODE_1+_length_5613265_cov_1_711,NODE_1+_length_5613265_cov_1_712,NODE_1+_length_5613265_cov_1_713,NODE_1+_length_5613265_cov_1_714	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
PF_KV01	NODE_1+_length_5613265_cov_1_GAPS6_2	GAPS6	GAPS6	Defense	NODE_1+_length_5613265_cov_1_716	NODE_1+_length_5613265_cov_1_717	NODE_1+_length_5613265_cov_1_716,NODE_1+_length_5613265_cov_1_717	2	GAPS6__GAPS6a,GAPS6__GAPS6b
PF_KV01	NODE_1+_length_5613265_cov_1_Hachiman_3	Hachiman	Hachiman	Defense	NODE_1+_length_5613265_cov_1_1745	NODE_1+_length_5613265_cov_1_1746	NODE_1+_length_5613265_cov_1_1745,NODE_1+_length_5613265_cov_1_1746	2	Hachiman__HamA_1,Hachiman__HamB
PF_KV01	NODE_1+_length_5613265_cov_1_Lamassu-Cap4_nuclease_5	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	NODE_1+_length_5613265_cov_1_1747	NODE_1+_length_5613265_cov_1_1749	NODE_1+_length_5613265_cov_1_1747,NODE_1+_length_5613265_cov_1_1748,NODE_1+_length_5613265_cov_1_1749	3	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease
PF_KV01	NODE_1+_length_5613265_cov_1_ardc_25	Anti_RM	ardc	Antidefense	NODE_1+_length_5613265_cov_1_1753	NODE_1+_length_5613265_cov_1_1753	NODE_1+_length_5613265_cov_1_1753	1	ardc
PF_KV01	NODE_1+_length_5613265_cov_1_CAS_Class1-Subtype-I-E_19	Cas	CAS_Class1-Subtype-I-E	Defense	NODE_1+_length_5613265_cov_1_2215	NODE_1+_length_5613265_cov_1_2222	NODE_1+_length_5613265_cov_1_2215,NODE_1+_length_5613265_cov_1_2216,NODE_1+_length_5613265_cov_1_2217,NODE_1+_length_5613265_cov_1_2218,NODE_1+_length_5613265_cov_1_2219,NODE_1+_length_5613265_cov_1_2220,NODE_1+_length_5613265_cov_1_2221,NODE_1+_length_5613265_cov_1_2222	8	cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_13,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_2,cse2gr11_I-E_2
PF_KV01	NODE_1+_length_5613265_cov_1_Mokosh_Type_I_A_7	Mokosh	Mokosh_Type_I_A	Defense	NODE_1+_length_5613265_cov_1_2615	NODE_1+_length_5613265_cov_1_2616	NODE_1+_length_5613265_cov_1_2615,NODE_1+_length_5613265_cov_1_2616	2	Mokosh_type_I__MkoA_A,Mokosh_type_I__MkoB_A
PF_KV01	NODE_1+_length_5613265_cov_1_ardb_klca_acric11_23	Anti_RM	ardb_klca_acric11	Antidefense	NODE_1+_length_5613265_cov_1_3842	NODE_1+_length_5613265_cov_1_3842	NODE_1+_length_5613265_cov_1_3842	1	klca
PF_KV01	NODE_1+_length_5613265_cov_1_RM_Type_II_18	RM	RM_Type_II	Defense	NODE_1+_length_5613265_cov_1_4175	NODE_1+_length_5613265_cov_1_4177	NODE_1+_length_5613265_cov_1_4175,NODE_1+_length_5613265_cov_1_4176,NODE_1+_length_5613265_cov_1_4177	3	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase09,RM_Type_II__Type_II_REase24
PF_KV01	NODE_1+_length_5613265_cov_1_PrrC_15	PrrC	PrrC	Defense	NODE_1+_length_5613265_cov_1_4595	NODE_1+_length_5613265_cov_1_4599	NODE_1+_length_5613265_cov_1_4595,NODE_1+_length_5613265_cov_1_4596,NODE_1+_length_5613265_cov_1_4599	3	PrrC__EcoprrI,PrrC__PrrC,RM__Type_I_REases_FAM_0.einsi_trimmed
PF_KV01	NODE_1+_length_5613265_cov_1_ardb_klca_acric11_24	Anti_RM	ardb_klca_acric11	Antidefense	NODE_1+_length_5613265_cov_1_4607	NODE_1+_length_5613265_cov_1_4607	NODE_1+_length_5613265_cov_1_4607	1	klca
PF_KV01	NODE_1+_length_5613265_cov_1_Zorya_TypeI_10	Zorya	Zorya_TypeI	Defense	NODE_1+_length_5613265_cov_1_4618	NODE_1+_length_5613265_cov_1_4621	NODE_1+_length_5613265_cov_1_4618,NODE_1+_length_5613265_cov_1_4619,NODE_1+_length_5613265_cov_1_4620,NODE_1+_length_5613265_cov_1_4621	4	Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorA,Zorya__ZorB
